"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"849","Sami Niku","WPG","D","30","417.53333333333","1","3","0","3","4","26.67","19","5.26","1","46","29","11","5","2","4","2","1","1","0","0","2","11","3","10","30","30","0","0","-"
"899","Alexander Nylander","BUF","R","12","146.31666666667","2","2","2","0","4","66.67","16","12.50","1.55","30","22","14","8","0","1","4","2","2","0","0","3","4","1","1","5","1","2","1","66.67"
"957","Max Veronneau","OTT","R","12","150.25","2","2","0","2","4","66.67","15","13.33","1.3","23","19","12","4","0","1","0","0","0","0","0","1","3","1","0","13","5","0","0","-"
"983","Ilya Lyubushkin","ARI","D","41","563.11666666667","0","4","3","1","4","25.00","27","0.00","1.27","64","46","12","1","1","4","13","5","4","1","0","6","22","6","150","72","61","0","0","-"
"161","Sam Gagner","VAN","C","7","126.91666666667","1","2","2","0","3","50.00","17","5.88","1.58","29","22","17","11","0","1","4","2","2","0","0","0","3","1","5","13","2","12","15","44.44"
"187","Carl Hagelin","PIT","L","16","247.11666666667","1","2","1","1","3","25.00","28","3.57","2.73","55","41","33","18","1","4","12","6","6","0","0","2","7","8","33","19","4","1","6","14.29"
"190","Wayne Simmonds","NSH","R","17","211.65","1","2","1","1","3","42.86","21","4.76","2.36","35","26","21","13","0","6","9","3","2","1","0","2","9","5","24","14","7","0","1","0.00"
"194","Micheal Haley","FLA","C","24","180.26666666667","1","2","2","0","3","50.00","20","5.00","2.73","43","34","25","11","4","5","30","8","5","2","1","6","11","3","44","11","6","12","12","50.00"
"195","Micheal Haley","S.J","C","19","167.65","1","2","0","2","3","60.00","14","7.14","2.45","28","21","18","10","2","3","45","10","5","3","2","7","4","0","32","10","10","1","5","16.67"
"212","Michael Del Zotto","ANA","D","12","211.18333333333","0","3","0","3","3","50.00","19","0.00","0.73","39","30","8","1","1","3","0","0","0","0","0","2","9","2","19","11","19","0","0","-"
"213","Michael Del Zotto","STL","D","7","91.283333333333","0","3","1","2","3","60.00","5","0.00","0.34","12","7","3","1","0","1","0","0","0","0","0","1","2","1","21","8","3","0","0","-"
"226","Jori Lehtera","PHI","C","27","246","1","2","1","1","3","50.00","17","5.88","1.21","23","18","10","6","0","0","33","11","9","1","1","3","4","6","29","28","7","79","67","54.11"
"245","Zac Rinaldo","NSH","C, L","23","163.86666666667","1","2","2","0","3","75.00","11","9.09","0.77","24","20","10","3","1","1","20","7","5","2","0","5","2","4","47","20","8","1","4","20.00"
"254","Marcus Johansson","BOS","L","10","134.11666666667","1","2","1","1","3","60.00","12","8.33","1.19","19","16","12","8","0","1","0","0","0","0","0","1","4","0","5","10","6","2","4","33.33"
"314","Brandon Manning","CHI","D","27","417.8","1","2","1","1","3","25.00","23","4.35","0.93","49","32","9","2","1","4","21","6","3","3","0","6","10","2","50","41","23","0","0","-"
"322","Mats Zuccarello","DAL","C","2","31.966666666667","1","2","2","0","3","75.00","5","20.00","0.75","6","6","6","4","0","1","0","0","0","0","0","1","1","2","0","0","1","0","0","-"
"331","Ryan Spooner","EDM","C","25","241.66666666667","2","1","1","0","3","100.00","25","8.00","2.37","39","31","25","9","2","3","2","1","1","0","0","0","11","5","18","14","1","28","32","46.67"
"390","Kevin Gravel","EDM","D","36","529.53333333333","0","3","2","1","3","17.65","44","0.00","1.28","97","64","17","1","1","3","4","2","2","0","0","4","18","7","31","56","53","0","0","-"
"392","Anthony Bitetto","NSH","D","18","192","0","3","1","2","3","42.86","15","0.00","0.87","35","23","6","4","0","1","8","4","4","0","0","2","5","4","40","23","23","0","0","-"
"412","Scott Wilson","BUF","L","15","171.75","0","3","2","1","3","100.00","25","0.00","1.68","38","29","17","9","3","2","4","1","1","0","0","0","4","4","29","16","2","1","2","33.33"
"446","Victor Rask","MIN","C","23","280.31666666667","2","1","0","1","3","50.00","30","6.67","1.8","51","39","22","6","3","4","4","2","2","0","0","2","9","4","15","12","4","93","91","50.54"
"452","Xavier Ouellet","MTL","D","19","323.21666666667","0","3","1","2","3","37.50","32","0.00","1.38","69","50","21","3","3","5","13","5","4","1","0","2","10","5","32","15","30","0","0","-"
"507","Brendan Gaunce","VAN","C","3","22.833333333333","1","2","1","1","3","75.00","2","50.00","0.09","2","2","1","0","0","0","0","0","0","0","0","0","1","0","4","1","0","8","5","61.54"
"559","Gemel Smith","DAL","C","14","112.26666666667","2","1","1","0","3","75.00","11","18.18","0.95","13","11","6","5","1","0","0","0","0","0","0","1","2","3","11","14","3","2","2","50.00"
"597","Jonny Brodzinski","L.A","L","13","129","2","1","1","0","3","50.00","17","11.76","1.8","35","28","19","9","3","3","2","1","1","0","0","0","0","3","23","5","7","1","1","50.00"
"624","Valentin Zykov","CAR","L","13","126.76666666667","0","3","1","2","3","75.00","13","0.00","2.09","24","18","15","11","0","3","0","0","0","0","0","2","5","5","6","10","2","2","6","25.00"
"668","Colby Cave","EDM","C","33","388.81666666667","2","1","0","1","3","50.00","40","5.00","3.81","60","49","46","30","2","5","8","4","4","0","0","0","9","12","51","34","13","125","113","52.52"
"750","Clark Bishop","CAR","C","20","189.13333333333","1","2","2","0","3","37.50","16","6.25","1.46","37","24","22","8","1","1","6","3","3","0","0","3","5","5","39","31","5","69","78","46.94"
"753","Anders Bjork","BOS","L","20","235.98333333333","1","2","1","1","3","37.50","18","5.56","1.7","37","28","19","9","2","0","2","1","1","0","0","2","9","11","9","18","12","1","0","100.00"
"885","Jordan Kyrou","STL","C","16","154.55","1","2","2","0","3","75.00","16","6.25","1.03","24","20","18","6","2","0","4","2","2","0","0","3","3","3","2","20","3","2","0","100.00"
"895","Nathan Bastian","N.J","R","7","88.766666666667","3","0","0","0","3","100.00","13","23.08","1.85","18","16","13","11","0","3","10","2","0","2","0","2","0","1","24","15","1","3","0","100.00"
"896","Michael McLeod","N.J","C","21","256.11666666667","0","3","1","2","3","75.00","21","0.00","2.02","35","28","20","11","2","0","13","5","4","1","0","6","10","12","41","36","4","70","62","53.03"
"919","Vinni Lettieri","NYR","C","27","274.2","1","2","1","1","3","50.00","40","2.50","3.88","70","58","37","13","3","1","14","7","7","0","0","2","9","7","41","32","11","7","6","53.85"
"920","Joseph Gambardella","EDM","C","15","121.55","0","3","2","1","3","50.00","7","0.00","0.68","13","10","8","3","1","0","2","1","1","0","0","0","2","5","14","22","5","3","1","75.00"
"922","Juuso Valimaki","CGY","D","24","371.6","1","2","1","1","3","27.27","28","3.57","1.13","65","37","21","2","5","4","12","6","6","0","0","3","14","9","21","41","43","0","0","-"
"938","Ryan Poehling","MTL","C","1","11.366666666667","3","0","0","0","3","100.00","3","100.00","0.22","5","3","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","4","3","57.14"
"950","Oscar Fantenberg","L.A","D","46","738.58333333333","2","1","1","0","3","14.29","54","3.70","1.9","111","79","21","2","0","6","10","5","5","0","0","4","24","9","72","63","65","0","0","-"
"967","Quinn Hughes","VAN","D","5","90.4","0","3","3","0","3","60.00","6","0.00","0.2","12","8","5","1","2","2","2","1","1","0","0","1","2","3","1","2","1","0","0","-"
"971","Filip Zadina","DET","R","9","138.46666666667","1","2","0","2","3","60.00","18","5.56","1.24","38","26","16","1","0","4","0","0","0","0","0","1","5","5","6","8","3","3","3","50.00"
"10","Matt Hendricks","MIN","C","22","197.61666666667","0","2","2","0","2","50.00","20","0.00","0.83","35","23","8","4","0","4","19","5","2","3","0","3","9","5","31","15","5","41","35","53.95"
"77","Matt Hunwick","BUF","D","14","219.63333333333","0","2","2","0","2","66.67","10","0.00","0.39","18","13","3","1","0","0","4","2","2","0","0","2","5","2","6","20","9","0","0","-"
"87","Martin Hanzal","DAL","C","7","90.05","1","1","1","0","2","40.00","14","7.14","1.31","19","16","12","10","1","3","4","2","2","0","0","0","3","2","14","2","4","45","31","59.21"
"95","Adam McQuaid","CBJ","D","14","159.78333333333","1","1","0","1","2","50.00","9","11.11","0.91","20","15","2","0","0","1","9","3","2","1","0","6","5","1","23","19","12","0","0","-"
"101","Chris Butler","STL","D","13","182.5","1","1","1","0","2","28.57","10","10.00","0.38","31","20","5","0","0","2","0","0","0","0","0","2","4","3","17","15","17","0","0","-"
"102","Tom Pyatt","OTT","L","37","433.4","0","2","1","1","2","33.33","29","0.00","2.65","53","41","35","21","1","1","2","1","1","0","0","3","9","4","15","62","46","56","92","37.84"
"141","David Schlemko","MTL","D","18","357.2","0","2","1","1","2","12.50","29","0.00","0.88","75","42","12","2","1","4","4","2","2","0","0","2","20","4","29","36","45","0","0","-"
"143","Ben Lovejoy","DAL","D","20","316.65","0","2","0","2","2","20.00","25","0.00","0.61","46","31","6","1","0","5","4","2","2","0","0","0","14","3","17","34","41","0","0","-"
"204","Luke Schenn","VAN","D","18","265.68333333333","0","2","0","2","2","33.33","23","0.00","0.97","49","32","11","2","1","3","9","3","2","1","0","3","5","2","81","20","31","0","0","-"
"244","Luke Witkowski","DET","R","34","326.31666666667","0","2","2","0","2","16.67","14","0.00","0.6","28","21","3","1","1","1","23","7","4","3","0","8","20","3","67","44","27","0","0","-"
"247","Dalton Prout","CGY","D","20","262.31666666667","1","1","1","0","2","16.67","14","7.14","0.54","42","26","9","1","1","0","8","4","4","0","0","2","10","4","36","12","20","0","0","-"
"290","Chris Wideman","EDM","D","5","57.183333333333","0","2","1","1","2","66.67","6","0.00","0.23","16","12","3","0","0","1","4","2","2","0","0","1","0","0","7","6","1","0","0","-"
"309","Jordan Nolan","STL","C","14","111.13333333333","0","2","1","1","2","28.57","17","0.00","0.86","28","24","12","0","1","2","14","3","2","0","1","0","0","1","22","2","4","0","1","0.00"
"313","Darren Archibald","VAN","R","9","68.75","1","1","0","1","2","66.67","8","12.50","0.57","9","9","5","4","1","0","12","3","1","2","0","3","2","1","8","11","3","0","1","0.00"
"317","Andrew Agozzino","COL","L","11","85.916666666667","1","1","0","1","2","66.67","11","9.09","0.58","14","13","7","2","0","2","0","0","0","0","0","0","4","1","14","13","3","16","22","42.11"
"332","Ryan Spooner","NYR","C","16","202.85","1","1","0","1","2","33.33","24","4.17","2.04","38","30","23","6","0","1","0","0","0","0","0","2","5","4","10","8","3","24","18","57.14"
"338","Jordan Weal","ARI","C","19","207.9","1","1","0","1","2","28.57","12","8.33","1.57","27","19","20","11","0","2","0","0","0","0","0","0","3","8","12","15","9","81","84","49.09"
"366","Erik Gudbranson","PIT","D","19","360.31666666667","0","2","0","2","2","13.33","22","0.00","0.7","49","33","10","1","2","4","4","2","2","0","0","1","7","3","52","45","24","0","0","-"
"461","Ryan Strome","EDM","C","18","259.43333333333","1","1","1","0","2","25.00","30","3.33","2.66","50","38","29","10","2","1","14","7","7","0","0","4","6","10","23","16","5","99","104","48.77"
"516","Jordan Schmaltz","STL","D","20","229.71666666667","0","2","2","0","2","33.33","11","0.00","0.41","19","13","4","1","0","0","2","1","1","0","0","1","3","1","10","15","22","0","0","-"
"585","Chad Ruhwedel","PIT","D","18","292.96666666667","1","1","0","1","2","33.33","22","4.55","0.56","46","30","4","0","0","1","4","2","2","0","0","1","10","7","40","38","16","0","0","-"
"590","Tyler Lewington","WSH","D","2","27.583333333333","1","1","0","1","2","66.67","3","33.33","0.09","4","3","2","0","0","0","7","2","1","1","0","1","3","0","4","4","1","0","0","-"
"598","Josh Brown","FLA","D","37","492.11666666667","1","1","0","1","2","16.67","28","3.57","0.95","65","42","13","0","0","1","28","8","4","4","0","5","17","12","80","68","31","0","0","-"
"610","Nick Paul","OTT","L","20","169.48333333333","1","1","0","1","2","50.00","30","3.33","2.68","45","36","29","15","1","3","4","2","2","0","0","0","3","5","28","24","4","16","19","45.71"
"620","Ian McCoshen","FLA","D","19","253.06666666667","1","1","0","1","2","25.00","15","6.67","0.63","33","27","5","1","0","1","8","4","4","0","0","3","11","5","41","35","13","0","0","-"
"626","Valentin Zykov","VGK","L","10","116.2","2","0","0","0","2","50.00","16","12.50","1.96","30","26","23","10","0","2","0","0","0","0","0","0","9","1","18","9","3","0","1","0.00"
"632","Nic Petan","WPG","L","13","93.916666666667","0","2","1","1","2","66.67","10","0.00","0.68","17","13","10","3","0","1","2","1","1","0","0","3","2","4","0","5","2","5","3","62.50"
"677","Christian Folin","PHI","D","26","404.15","0","2","0","2","2","8.70","20","0.00","0.64","58","33","8","1","0","2","16","8","8","0","0","5","10","2","60","49","59","1","0","100.00"
"716","Joshua Ho-Sang","NYI","R","10","145.23333333333","1","1","1","0","2","33.33","10","10.00","0.97","15","13","12","5","0","0","6","3","3","0","0","3","6","3","0","7","3","0","1","0.00"
"765","Danick Martel","T.B","L","9","91.6","0","2","2","0","2","50.00","16","0.00","1.07","26","22","14","6","0","2","8","4","4","0","0","2","1","3","12","11","1","1","1","50.00"
"785","A.J. Greer","COL","L","15","94.016666666667","1","1","1","0","2","100.00","9","11.11","0.87","14","11","8","5","1","2","14","7","7","0","0","3","1","4","20","20","5","2","3","40.00"
"837","Mikhail Vorobyev","PHI","C","15","140","1","1","0","1","2","33.33","10","10.00","0.94","13","13","6","4","0","1","2","1","1","0","0","0","4","5","4","11","4","25","46","35.21"
"851","Philippe Myers","PHI","D","21","322.7","1","1","0","1","2","20.00","25","4.00","0.83","67","42","13","1","0","2","2","1","1","0","0","2","13","7","42","18","8","0","0","-"
"923","Kailer Yamamoto","EDM","R","17","222.03333333333","1","1","1","0","2","40.00","13","7.69","1.63","22","19","18","10","2","4","2","1","1","0","0","6","6","3","18","25","11","0","0","-"
"930","Eeli Tolvanen","NSH","R","4","53.083333333333","1","1","0","1","2","66.67","2","50.00","0.44","12","9","8","2","0","0","0","0","0","0","0","0","1","3","4","2","2","0","0","-"
"937","Martin Necas","CAR","C","7","70.166666666667","1","1","0","1","2","100.00","6","16.67","0.64","10","9","6","3","0","0","2","1","1","0","0","1","7","3","3","6","2","16","28","36.36"
"944","C.J. Smith","BUF","L","11","117.2","2","0","0","0","2","66.67","18","11.11","1.21","28","25","11","6","0","4","0","0","0","0","0","0","3","2","4","6","1","0","0","-"
"955","Jan Rutta","T.B","D","14","202.11666666667","0","2","0","2","2","16.67","20","0.00","0.6","35","26","4","0","1","1","4","2","2","0","0","2","7","0","6","25","9","0","0","-"
"960","Adam Johnson","PIT","C","6","31.833333333333","0","2","1","1","2","66.67","3","0.00","0.23","5","3","4","2","0","0","0","0","0","0","0","0","1","2","11","7","3","0","0","-"
"963","Joel L'Esperance","DAL","C","18","220.46666666667","2","0","0","0","2","66.67","24","8.33","2.75","45","33","31","12","0","4","6","3","3","0","0","1","7","6","22","9","4","26","30","46.43"
"970","Isac Lundestrom","ANA","C","15","195.43333333333","0","2","1","1","2","33.33","13","0.00","1","18","15","13","6","1","0","2","1","1","0","0","4","5","3","4","13","5","21","43","32.81"
"11","Matt Hendricks","WPG","C","4","32.233333333333","0","1","1","0","1","100.00","3","0.00","0.24","5","5","5","1","0","0","0","0","0","0","0","0","1","0","9","2","3","1","0","100.00"
"19","Tomas Plekanec","MTL","C","3","32.633333333333","1","0","0","0","1","50.00","8","12.50","0.77","14","10","7","1","1","1","0","0","0","0","0","0","0","0","1","1","1","19","19","50.00"
"80","Cody McLeod","NYR","L","31","211.21666666667","1","0","0","0","1","25.00","21","4.76","1.71","28","24","18","10","1","5","60","17","10","6","1","10","1","4","96","9","9","0","1","0.00"
"122","Matt Beleskey","NYR","L","4","29.483333333333","1","0","0","0","1","100.00","3","33.33","0.15","6","5","2","1","0","0","5","1","0","1","0","1","2","0","7","5","1","1","0","100.00"
"138","Erik Condra","DAL","R","6","76.1","1","0","0","0","1","100.00","10","10.00","1.02","14","13","7","6","2","0","2","1","1","0","0","0","6","0","3","6","1","0","1","0.00"
"146","Karl Alzner","MTL","D","9","155.7","0","1","1","0","1","25.00","8","0.00","0.19","19","12","2","0","0","1","2","1","1","0","0","2","6","1","13","22","10","0","0","-"
"154","Eric Tangradi","N.J","L","6","82.683333333333","0","1","1","0","1","100.00","10","0.00","0.62","15","10","8","3","2","3","0","0","0","0","0","1","1","3","11","6","4","3","3","50.00"
"198","Jason Garrison","EDM","D","17","215.83333333333","1","0","0","0","1","14.29","16","6.25","0.57","31","23","4","0","0","1","8","4","4","0","0","0","5","2","13","7","23","0","0","-"
"210","Luca Sbisa","NYI","D","9","139.21666666667","0","1","0","1","1","25.00","5","0.00","0.16","17","8","2","0","0","3","4","2","2","0","0","0","3","1","17","16","7","0","0","-"
"221","Zac Dalpe","CBJ","C","1","9.0166666666667","0","1","1","0","1","100.00","1","0.00","0.03","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"229","Matt Donovan","NSH","D","2","14.783333333333","0","1","0","1","1","100.00","1","0.00","0.02","1","1","0","0","0","1","2","1","1","0","0","0","0","0","0","2","3","0","0","-"
"243","Mark Barberio","COL","D","12","182.7","1","0","0","0","1","20.00","11","9.09","0.39","26","18","7","2","0","3","4","2","2","0","0","2","8","3","13","16","14","0","0","-"
"246","Matt Bartkowski","MIN","D","2","21.4","1","0","0","0","1","50.00","2","50.00","0.04","5","2","0","0","0","1","0","0","0","0","0","0","0","0","1","2","1","0","0","-"
"251","Brian Lashoff","DET","D","4","54.633333333333","0","1","0","1","1","50.00","2","0.00","0.03","2","2","0","0","0","0","2","1","1","0","0","1","0","0","3","7","4","0","0","-"
"283","Stefan Elliott","OTT","D","3","26.95","0","1","0","1","1","50.00","3","0.00","0.04","8","3","1","0","0","1","0","0","0","0","0","0","1","0","2","4","1","0","0","-"
"300","Wade Megan","DET","C","11","86.65","0","1","1","0","1","50.00","16","0.00","1.14","22","18","12","6","0","2","2","1","1","0","0","2","3","2","4","10","4","28","23","54.90"
"311","Justin Dowling","DAL","C","11","139.35","0","1","1","0","1","20.00","9","0.00","1.34","24","15","18","9","0","1","0","0","0","0","0","0","3","6","11","13","7","31","28","52.54"
"315","Brandon Manning","EDM","D","12","161","1","0","0","0","1","12.50","10","10.00","0.5","24","13","6","1","1","1","4","2","2","0","0","4","4","5","13","14","17","0","0","-"
"328","Justin Holl","TOR","D","11","137.3","0","1","0","1","1","16.67","6","0.00","0.15","14","9","4","0","0","0","2","1","1","0","0","2","6","2","9","23","5","0","0","-"
"349","Alex Petrovic","EDM","D","9","126.26666666667","0","1","0","1","1","100.00","7","0.00","0.6","26","13","12","3","1","0","2","1","1","0","0","0","8","2","30","16","11","0","0","-"
"350","Alex Petrovic","FLA","D","26","452.15","0","1","0","1","1","10.00","40","0.00","1.27","85","57","16","2","2","3","24","8","7","0","1","3","20","7","86","43","42","0","0","-"
"385","Sam Carrick","ANA","C","6","61.316666666667","0","1","1","0","1","100.00","5","0.00","0.41","5","5","2","2","0","0","2","1","1","0","0","0","1","1","15","8","2","19","18","51.35"
"393","Brandon Davidson","CHI","D","10","137.93333333333","0","1","0","1","1","33.33","7","0.00","0.35","24","12","4","0","0","0","15","2","0","1","1","1","3","2","17","26","15","0","0","-"
"394","Zach Trotman","PIT","D","13","198.45","0","1","1","0","1","12.50","16","0.00","0.5","33","21","5","1","0","2","4","2","2","0","0","1","5","2","20","38","18","0","0","-"
"402","Matt Read","MIN","R","12","141.05","1","0","0","0","1","20.00","13","7.69","0.8","22","16","14","2","1","1","2","1","1","0","0","0","4","5","11","15","8","2","4","33.33"
"415","Max McCormick","OTT","L","14","105","1","0","0","0","1","100.00","12","8.33","1.39","25","20","14","8","0","1","4","2","2","0","0","0","3","1","21","16","6","0","1","0.00"
"422","Blake Pietila","N.J","L","19","252.01666666667","0","1","1","0","1","25.00","22","0.00","1.64","45","34","18","7","4","2","6","3","3","0","0","3","2","9","36","21","8","36","46","43.90"
"435","Kyle Rau","MIN","C","6","42.083333333333","0","1","0","1","1","100.00","6","0.00","0.49","10","9","4","2","0","0","0","0","0","0","0","2","1","1","11","10","2","3","1","75.00"
"469","Ryan Murphy","N.J","D","1","14.283333333333","0","1","1","0","1","100.00","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"471","Jamie Oleksiak","DAL","D","21","268.38333333333","0","1","1","0","1","16.67","20","0.00","0.7","37","28","5","1","0","1","8","4","4","0","0","0","14","4","38","24","22","0","0","-"
"481","Matt Puempel","DET","L","8","83.216666666667","1","0","0","0","1","100.00","10","10.00","0.94","20","15","9","7","0","1","2","1","1","0","0","0","2","0","4","7","5","0","2","0.00"
"493","Cameron Schilling","WPG","D","4","48.383333333333","0","1","0","1","1","50.00","2","0.00","0.04","6","4","0","0","0","0","0","0","0","0","0","0","3","0","3","9","5","0","0","-"
"509","Tanner Pearson","L.A","L","17","229.6","0","1","1","0","1","100.00","24","0.00","2.03","51","37","23","9","3","5","8","4","4","0","0","5","7","2","18","19","3","1","4","20.00"
"525","Slater Koekkoek","T.B","D","9","129","1","0","0","0","1","20.00","15","6.67","0.48","25","19","7","0","0","1","4","2","2","0","0","2","1","1","8","15","12","0","0","-"
"554","Dominic Toninato","COL","C","2","13.4","1","0","0","0","1","100.00","1","100.00","0.26","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","2","1","0","4","0.00"
"569","Jake Dotchin","ANA","D","20","236.18333333333","0","1","1","0","1","16.67","7","0.00","0.33","25","12","5","0","0","0","39","10","7","1","2","3","7","4","54","17","16","0","0","-"
"578","Kurtis MacDermid","L.A","D","11","102.81666666667","0","1","1","0","1","25.00","5","0.00","0.37","17","10","4","2","0","3","11","4","3","1","0","3","12","0","26","13","4","0","0","-"
"579","Ashton Sautner","VAN","D","17","247.25","0","1","0","1","1","14.29","21","0.00","0.64","37","28","9","0","0","1","2","1","1","0","0","1","10","3","25","38","17","0","0","-"
"595","Connor Clifton","BOS","D","19","336.4","0","1","0","1","1","9.09","22","0.00","0.72","51","28","7","1","0","5","15","6","5","1","0","5","9","10","40","56","13","0","0","-"
"596","Luke Johnson","CHI","C","15","162.18333333333","0","1","0","1","1","33.33","19","0.00","1.32","27","23","13","5","1","2","8","4","4","0","0","1","1","6","31","24","9","51","55","48.11"
"628","Remi Elie","BUF","L","16","165.6","0","1","0","1","1","100.00","9","0.00","1","23","20","12","5","0","1","2","1","1","0","0","1","4","3","30","13","3","1","0","100.00"
"631","Nic Petan","TOR","C","5","43.533333333333","1","0","0","0","1","100.00","5","20.00","0.29","9","6","5","1","0","0","0","0","0","0","0","0","1","0","2","5","2","6","10","37.50"
"633","Dillon Heatherington","DAL","D","5","50.933333333333","0","1","1","0","1","20.00","5","0.00","0.33","8","7","3","1","0","3","0","0","0","0","0","1","3","0","6","4","2","0","0","-"
"635","Justin Bailey","PHI","R","11","63.083333333333","0","1","1","0","1","50.00","5","0.00","0.38","14","7","7","2","1","0","2","1","1","0","0","1","2","3","9","10","5","0","0","-"
"665","Jean-Sebastien Dea","PIT","C","3","21.133333333333","1","0","0","0","1","100.00","2","50.00","0.42","5","4","4","2","1","0","2","1","1","0","0","0","0","0","2","3","0","2","1","66.67"
"670","Nathan Walker","WSH","L","3","24.433333333333","0","1","1","0","1","100.00","2","0.00","0.23","5","4","5","1","0","1","2","1","1","0","0","0","1","0","5","6","0","0","0","-"
"680","Daniel Carr","VGK","L","6","58.95","1","0","0","0","1","50.00","11","9.09","0.9","18","14","11","5","0","1","0","0","0","0","0","2","2","3","9","12","3","0","0","-"
"692","Haydn Fleury","CAR","D","20","250.66666666667","0","1","1","0","1","7.14","17","0.00","0.67","40","27","10","1","0","2","2","1","1","0","0","1","6","3","25","40","21","0","0","-"
"703","Sonny Milano","CBJ","L","8","66.566666666667","1","0","0","0","1","33.33","5","20.00","0.47","8","7","6","2","1","0","0","0","0","0","0","3","1","0","5","8","0","0","0","-"
"714","Nikita Scherbak","L.A","R","8","81.416666666667","1","0","0","0","1","50.00","12","8.33","1.16","17","16","11","3","0","2","2","1","1","0","0","0","1","0","9","10","1","0","0","-"
"718","John Quenneville","N.J","C","19","214.98333333333","1","0","0","0","1","16.67","16","6.25","1.62","40","31","22","7","1","2","4","2","2","0","0","4","4","5","21","27","7","4","7","36.36"
"748","Michael Bunting","ARI","L","5","47.783333333333","1","0","0","0","1","100.00","5","20.00","0.63","11","8","7","5","0","2","2","1","1","0","0","1","0","0","6","7","1","0","0","-"
"754","Rourke Chartier","S.J","C","13","122.23333333333","1","0","0","0","1","50.00","19","5.26","1.42","33","27","13","7","1","1","2","1","1","0","0","3","1","0","14","18","3","34","51","40.00"
"760","Jacob Middleton","S.J","D","3","29.8","0","1","0","1","1","50.00","0","-","0.02","1","1","0","0","0","0","2","1","1","0","0","0","1","1","1","2","2","0","0","-"
"786","Brendan Guhle","ANA","D","6","96.766666666667","0","1","1","0","1","100.00","14","0.00","0.85","25","19","12","3","0","3","2","1","1","0","0","1","1","1","8","14","7","0","0","-"
"809","Jeremy Lauzon","BOS","D","16","248.61666666667","1","0","0","0","1","33.33","11","9.09","0.35","29","17","6","1","2","1","2","1","1","0","0","0","5","4","15","22","15","0","0","-"
"815","Zach Senyshyn","BOS","R","2","23.183333333333","1","0","0","0","1","100.00","4","25.00","1.14","8","7","8","3","1","0","0","0","0","0","0","0","1","0","1","2","0","0","0","-"
"816","Filip Chlapik","OTT","C","5","69.316666666667","1","0","0","0","1","50.00","9","11.11","1.04","13","12","9","4","0","2","4","2","2","0","0","0","2","2","1","7","4","8","16","33.33"
"853","Tanner Fritz","NYI","C","8","86.583333333333","0","1","1","0","1","100.00","6","0.00","0.77","13","10","10","5","1","0","2","1","1","0","0","0","1","1","18","15","6","17","24","41.46"
"856","Kalle Kossila","ANA","C","8","82.433333333333","1","0","0","0","1","100.00","11","9.09","0.53","17","12","8","3","1","0","4","2","2","0","0","0","2","0","5","9","3","30","28","51.72"
"867","Libor Hajek","NYR","D","5","82.65","1","0","0","0","1","33.33","10","10.00","0.27","11","10","2","0","0","1","6","3","3","0","0","0","5","4","5","14","3","0","0","-"
"882","Dante Fabbro","NSH","D","4","50.95","1","0","0","0","1","100.00","5","20.00","0.08","7","5","1","0","0","0","0","0","0","0","0","0","1","2","3","6","6","0","0","-"
"897","Ben Gleason","DAL","D","4","59.516666666667","0","1","1","0","1","50.00","2","0.00","0.06","4","2","1","1","0","0","0","0","0","0","0","1","3","4","2","1","1","0","0","-"
"901","Jacob MacDonald","FLA","D","2","24.1","1","0","0","0","1","100.00","1","100.00","0.06","4","3","1","0","0","1","0","0","0","0","0","0","2","0","1","5","1","0","0","-"
"916","Zack MacEwen","VAN","C","4","28.733333333333","0","1","1","0","1","100.00","2","0.00","0.35","4","4","2","1","0","0","5","1","0","1","0","1","4","0","4","4","1","0","1","0.00"
"925","Jaret Anderson-Dolan","L.A","C","5","58.016666666667","0","1","1","0","1","50.00","6","0.00","0.61","10","8","3","2","0","0","0","0","0","0","0","2","2","2","5","8","2","4","5","44.44"
"929","Kristian Vesalainen","WPG","L","5","34.2","0","1","0","1","1","100.00","1","0.00","0.08","2","2","1","1","0","0","0","0","0","0","0","0","2","0","1","4","1","0","0","-"
"933","Alex Formenton","OTT","L","9","105.01666666667","1","0","0","0","1","33.33","16","6.25","1.45","25","22","19","10","2","2","6","3","3","0","0","8","5","4","11","15","7","1","2","33.33"
"941","Alexandre Texier","CBJ","C","2","25.533333333333","1","0","0","0","1","33.33","6","16.67","0.63","8","8","5","5","0","1","0","0","0","0","0","0","2","0","2","2","1","0","1","0.00"
"949","Oscar Fantenberg","CGY","D","15","237.41666666667","0","1","1","0","1","10.00","16","0.00","0.62","36","20","10","1","1","1","7","2","1","1","0","1","14","3","19","25","9","0","0","-"
